Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
659,Curtis Borchardt\borchcu01,23-056,C,2003-11-08,UTA,,MEM,W,0,18,1,3,.333,1,3,.333,0,0,,0,0,,1,2,3,2,0,2,0,2,2,3.6
660,Shawn Bradley\bradlsh01,21-228,C,1993-11-05,PHI,,WSB,W,1,29,2,12,.167,2,12,.167,0,0,,2,2,1.000,0,5,5,1,1,8,2,4,6,3.6
661,Tim Breaux\breauti01,24-047,F,1994-11-05,HOU,@,MIN,W,0,8,3,6,.500,3,5,.600,0,1,.000,0,0,,0,1,1,1,0,0,0,1,6,3.6
662,Dell Curry\curryde01,22-128,G,1986-10-31,UTA,@,DAL,L,0,11,3,5,.600,3,4,.750,0,1,.000,0,0,,0,2,2,1,0,0,1,1,6,3.6
663,Dan Gadzuric\gadzuda01,24-270,C,2002-10-30,MIL,@,PHI,L,1,25,0,1,.000,0,1,.000,0,0,,2,2,1.000,3,3,6,1,0,2,2,2,2,3.6
664,Richard Hamilton\hamilri01,21-261,G-F,1999-11-02,WAS,,ATL,W,0,16,3,8,.375,3,8,.375,0,0,,4,4,1.000,0,0,0,0,0,0,0,5,10,3.6
665,Ben Handlogten\handlbe01,29-347,C,2003-10-29,UTA,,POR,W,0,7,2,2,1.000,2,2,1.000,0,0,,0,1,.000,0,0,0,0,1,0,0,1,4,3.6
666,Rodney Hood\hoodro01,22-009,G-F,2014-10-29,UTA,,HOU,L,0,21,2,6,.333,1,2,.500,1,4,.250,0,0,,0,2,2,0,1,2,1,0,5,3.6
667,Marko Jaric\jaricma01,24-018,G,2002-10-30,LAC,,CLE,L,0,8,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,1,1,1,1,0,0,1,3,3.6
668,Carl Landry\landrca01,24-066,F,2007-11-24,HOU,,DEN,W,0,4,2,2,1.000,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,0,1,4,3.6
669,Gary Leonard\leonaga01,22-274,C,1989-11-17,MIN,@,BOS,L,0,23,2,3,.667,2,3,.667,0,0,,0,0,,1,3,4,0,0,3,2,2,4,3.6
670,Robin Lopez\lopezro01,20-211,C,2008-10-29,PHO,@,SAS,W,0,9,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,1,1,2,0,0,1,0,2,3,3.6
671,Kenyon Martin\martike01,22-306,F,2000-10-31,NJN,,CLE,L,1,30,4,16,.250,4,16,.250,0,0,,2,2,1.000,1,6,7,2,1,1,0,6,10,3.6
672,Alan Ogg\oggal01,23-191,C,1991-01-12,MIA,@,DET,L,0,18,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,0,1,4,1,2,2,3.6
673,Kostas Papanikolaou\papanko01,24-089,F,2014-10-28,HOU,@,LAL,W,0,20,2,6,.333,2,4,.500,0,2,.000,0,0,,1,5,6,4,2,0,2,5,4,3.6
674,Alec Peters\peteral01,22-188,F,2017-10-18,PHO,,POR,L,0,11,1,2,.500,0,0,,1,2,.500,0,0,,0,3,3,0,0,1,0,0,3,3.6
675,Rony Seikaly\seikaro01,23-179,C,1988-11-05,MIA,,LAC,L,1,30,4,10,.400,4,10,.400,0,0,,1,5,.200,3,3,6,1,1,3,4,3,9,3.6
676,Sasha Vujacic\vujacsa01,20-240,G,2004-11-03,LAL,@,UTA,L,0,3,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,2,2,1,0,0,1,1,4,3.6
677,Thaddeus Young\youngth01,19-139,F,2007-11-07,PHI,,CHA,W,0,11,3,5,.600,3,5,.600,0,0,,0,0,,1,2,3,0,2,0,3,1,6,3.6
678,Adrian Caldwell\caldwad01,23-123,F-C,1989-11-04,HOU,@,GSW,W,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,1,3,4,0,2,0,1,2,2,3.5
679,Hubert Davis\davishu01,22-174,G,1992-11-07,NYK,,PHI,W,0,13,2,2,1.000,2,2,1.000,0,0,,3,5,.600,0,1,1,0,0,0,2,1,7,3.5
680,Devin Durrant\durrade01,24-007,F,1984-10-27,IND,,WSB,L,0,10,1,4,.250,1,4,.250,0,0,,3,4,.750,2,1,3,0,0,0,0,1,5,3.5
681,Hiram Fuller\fullehi01,22-288,F,2004-02-27,ATL,@,DET,L,0,15,2,4,.500,2,4,.500,0,0,,0,2,.000,3,3,6,1,0,0,1,1,4,3.5
682,Mike Harris\harrimi01,24-269,F,2008-03-10,HOU,,NJN,W,0,20,2,7,.286,2,7,.286,0,0,,2,4,.500,2,5,7,1,1,0,1,3,6,3.5
683,Karl Malone\malonka01,22-093,F,1985-10-25,UTA,,HOU,L,0,24,4,11,.364,4,11,.364,0,0,,0,2,.000,2,4,6,2,4,0,4,4,8,3.5
684,Cedric Simmons\simmoce01,20-302,F,2006-11-01,NOK,@,BOS,W,0,11,1,1,1.000,1,1,1.000,0,0,,2,4,.500,1,1,2,0,1,2,2,2,4,3.5
685,Josh Smith\smithjo03,18-334,F,2004-11-03,ATL,@,PHO,L,0,24,3,10,.300,3,10,.300,0,0,,1,2,.500,4,3,7,3,0,1,3,2,7,3.5
686,Vassilis Spanoulis\spanova01,24-089,G,2006-11-04,HOU,,DAL,W,0,4,1,1,1.000,1,1,1.000,0,0,,3,5,.600,0,0,0,0,1,0,1,1,5,3.5
687,Luke Walton\waltolu01,23-214,F,2003-10-28,LAL,,DAL,W,0,7,2,3,.667,1,2,.500,1,1,1.000,0,0,,1,1,2,0,0,0,0,3,5,3.5
688,Troy Williams\willitr02,21-304,F,2016-10-29,MEM,@,NYK,L,0,9,1,2,.500,0,0,,1,2,.500,0,2,.000,0,0,0,1,2,0,0,1,3,3.5
689,D.J. Augustin\augusdj01,20-355,G,2008-10-30,CHA,@,CLE,L,0,25,3,8,.375,3,5,.600,0,3,.000,6,6,1.000,0,0,0,2,0,0,4,4,12,3.4
690,Steve Colter\coltest01,22-095,G,1984-10-27,POR,@,KCK,W,0,18,0,3,.000,0,2,.000,0,1,.000,2,2,1.000,0,3,3,5,0,1,0,4,2,3.4
691,Pervis Ellison\ellispe01,22-225,F-C,1989-11-14,SAC,,CHI,L,0,13,2,4,.500,2,4,.500,0,0,,2,3,.667,1,1,2,1,0,1,1,4,6,3.4
692,Joey Graham\grahajo01,23-144,F,2005-11-02,TOR,,WAS,L,1,20,3,7,.429,2,5,.400,1,2,.500,0,0,,1,4,5,2,1,0,3,3,7,3.4
693,Matt Harpring\harprma01,22-250,F,1999-02-05,ORL,,NYK,W,0,11,2,3,.667,2,3,.667,0,0,,1,1,1.000,0,1,1,0,1,0,0,4,5,3.4
694,Lucious Harris\harrilu01,22-322,G,1993-11-05,DAL,@,UTA,L,0,18,2,6,.333,2,5,.400,0,1,.000,0,0,,1,1,2,3,0,1,1,0,4,3.4
695,Mario Hezonja\hezonma01,20-245,F-G,2015-10-28,ORL,,WAS,L,0,25,4,9,.444,1,4,.250,3,5,.600,0,0,,0,3,3,2,0,0,4,3,11,3.4
696,Steven Hill\hillst01,22-364,C,2008-11-12,OKC,,ORL,L,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,2,1,3,0,0,0,0,0,2,3.4
697,Brian Howard\howarbr01,24-108,F,1992-02-04,DAL,@,LAC,L,0,8,2,3,.667,2,3,.667,0,0,,0,0,,1,0,1,0,0,0,0,0,4,3.4
698,Troy Hudson\hudsotr01,21-232,G,1997-10-31,UTA,@,LAL,L,0,3,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,4,3.4
699,Kyrie Irving\irvinky01,19-278,G,2011-12-26,CLE,,TOR,L,1,26,2,12,.167,1,7,.143,1,5,.200,1,1,1.000,0,3,3,7,1,0,1,2,6,3.4
700,Ryan Kelly\kellyry01,22-210,F,2013-11-05,LAL,@,DAL,L,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,1,0,1,0,0,0,0,0,3,3.4
701,Andrew Lang\langan01,22-129,C,1988-11-04,PHO,@,POR,L,0,8,1,2,.500,1,2,.500,0,0,,2,4,.500,3,1,4,0,0,0,0,3,4,3.4
702,Trajan Langdon\langdtr01,23-173,G,1999-11-02,CLE,@,NYK,L,0,2,0,0,,0,0,,0,0,,2,2,1.000,1,0,1,1,0,0,0,0,2,3.4
703,Meyers Leonard\leoname01,20-247,C-F,2012-10-31,POR,,LAL,W,0,23,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,3,3,1,0,0,0,3,4,3.4
704,Patrick McCaw\mccawpa01,21-000,G,2016-10-25,GSW,,SAS,L,0,9,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,0,0,2,1,1,0,0,2,3.4
705,Paul McPherson\mcphepa01,22-120,G,2000-10-31,PHO,@,GSW,L,0,9,1,4,.250,1,4,.250,0,0,,0,0,,3,0,3,1,1,0,0,0,2,3.4
706,Al Thornton\thornal01,23-330,F,2007-11-02,LAC,,GSW,W,0,19,2,6,.333,2,5,.400,0,1,.000,1,2,.500,1,2,3,1,1,0,0,2,5,3.4
707,Leon Wood\woodle01,22-215,G,1984-10-26,PHI,,CLE,W,0,12,3,5,.600,3,5,.600,0,0,,0,0,,0,0,0,1,0,0,1,0,6,3.4
708,Sharone Wright\wrighsh01,21-278,F-C,1994-11-04,PHI,,MIL,L,1,30,5,10,.500,5,9,.556,0,1,.000,0,2,.000,1,7,8,0,0,0,2,4,10,3.4
709,Wang Zhizhi\zhizhwa01,23-271,C,2001-04-05,DAL,,ATL,W,0,8,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,0,3,3,0,0,0,0,2,6,3.4
710,Eddie Basden\basdeed01,22-265,G,2005-11-07,CHI,,SAS,L,0,11,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,0,1,1,0,0,2,3.3
711,Jon Brockman\brockjo01,22-222,F,2009-10-28,SAC,@,OKC,L,0,6,2,2,1.000,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,4,3.3
712,Jamal Crawford\crawfja01,20-225,G,2000-10-31,CHI,,SAC,L,0,4,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,1,1,0,0,1,3,3.3
713,Jamaal Franklin\frankja01,22-108,G,2013-11-06,MEM,,NOP,L,0,11,2,4,.500,2,3,.667,0,1,.000,0,0,,1,1,2,0,0,1,0,1,4,3.3
714,Dennis Horner\hornede01,23-325,F,2011-12-27,NJN,,ATL,L,0,8,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,1,1,2,0,0,0,0,0,4,3.3
715,Kevin Jones\joneske01,23-104,F,2012-12-07,CLE,@,MIN,L,0,9,1,3,.333,1,3,.333,0,0,,0,0,,2,2,4,0,1,0,0,0,2,3.3
716,Gerald Madkins\madkige01,24-203,G,1993-11-07,CLE,,NYK,L,0,12,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,0,0,3,0,0,1,2,4,3.3
717,Desmond Mason\masonde01,23-020,F,2000-10-31,SEA,@,VAN,L,1,17,3,9,.333,3,6,.500,0,3,.000,1,2,.500,3,2,5,2,0,1,1,5,7,3.3
718,Jordan Mickey\mickejo01,21-111,F,2015-10-28,BOS,,PHI,W,0,2,0,0,,0,0,,0,0,,2,2,1.000,1,1,2,1,0,0,0,1,2,3.3
719,Gaylon Nickerson\nickega01,27-328,G,1996-12-29,SAS,@,POR,L,0,15,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,0,4,3.3
720,Jose Ortiz\ortizjo01,25-015,F,1988-11-09,UTA,,SAC,W,1,16,2,4,.500,2,4,.500,0,0,,1,2,.500,1,5,6,0,0,1,1,3,5,3.3
721,Jannero Pargo\pargoja01,23-007,G,2002-10-29,LAL,,SAS,L,0,13,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,3,1,0,1,1,2,3.3
722,Jeremy Pargo\pargoje01,25-284,G,2011-12-26,MEM,@,SAS,L,0,16,2,6,.333,1,3,.333,1,3,.333,0,0,,1,1,2,3,2,0,3,1,5,3.3
723,Johan Petro\petrojo01,19-279,C,2005-11-02,SEA,,LAC,L,1,12,3,5,.600,3,5,.600,0,0,,2,6,.333,3,2,5,0,0,1,3,3,8,3.3
724,Johnny Rogers\rogerjo01,22-306,F-C,1986-11-01,SAC,@,SEA,L,0,8,2,3,.667,2,3,.667,0,0,,0,0,,1,1,2,0,0,0,0,1,4,3.3
725,DeShawn Stevenson\stevede01,19-211,G,2000-10-31,UTA,,LAC,W,0,7,2,3,.667,2,3,.667,0,0,,1,3,.333,1,0,1,1,1,0,2,0,5,3.3
726,Granville Waiters\waitegr01,22-293,C,1983-10-28,IND,@,MIL,L,0,10,2,4,.500,2,4,.500,0,0,,0,0,,1,1,2,1,0,2,1,2,4,3.3
727,Andrew Wiggins\wiggian01,19-248,F-G,2014-10-29,MIN,@,MEM,L,1,19,2,5,.400,1,4,.250,1,1,1.000,1,2,.500,1,2,3,1,2,0,2,4,6,3.3
728,Travis Williams\willitr01,28-172,F,1997-11-15,CHH,,LAC,W,0,8,2,4,.500,2,4,.500,0,0,,0,0,,1,1,2,1,0,0,0,1,4,3.3
729,Lonzo Ball\balllo01,19-357,G,2017-10-19,LAL,,LAC,L,1,29,1,6,.167,0,3,.000,1,3,.333,0,2,.000,0,9,9,4,1,1,2,1,3,3.2
730,Craig Brackins\brackcr01,23-046,F,2010-11-24,PHI,@,TOR,L,0,10,3,7,.429,3,5,.600,0,2,.000,0,0,,1,0,1,0,1,0,0,2,6,3.2
731,Boris Diaw\diawbo01,21-196,F-C,2003-10-29,ATL,@,NOH,L,0,12,0,0,,0,0,,0,0,,2,4,.500,0,3,3,1,1,2,2,0,2,3.2
732,James Ennis\ennisja01,24-120,F,2014-10-29,MIA,,WAS,W,0,15,2,4,.500,2,2,1.000,0,2,.000,1,1,1.000,0,2,2,0,0,0,0,1,5,3.2
733,Gary Forbes\forbega01,25-244,F,2010-10-27,DEN,,UTA,W,0,5,1,2,.500,1,2,.500,0,0,,1,2,.500,0,3,3,1,0,0,0,0,3,3.2
734,Danny Granger\grangda01,22-196,F,2005-11-02,IND,@,ORL,W,0,10,2,3,.667,2,3,.667,0,0,,0,0,,2,3,5,0,0,0,1,2,4,3.2
735,Darnell Jackson\jacksda01,23-018,F,2008-11-25,CLE,@,NYK,W,0,6,2,2,1.000,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,0,3,4,3.2
736,Randell Jackson\jacksra02,23-020,F,1999-02-05,WAS,@,IND,L,0,7,2,4,.500,2,4,.500,0,0,,2,2,1.000,0,0,0,0,1,0,1,2,6,3.2
737,Cartier Martin\martica01,24-071,F,2009-01-30,CHA,@,DEN,L,0,9,2,5,.400,0,1,.000,2,4,.500,0,0,,0,0,0,1,0,0,0,2,6,3.2
738,Lamond Murray\murrala01,21-198,F,1994-11-04,LAC,,POR,L,0,15,3,7,.429,2,6,.333,1,1,1.000,2,5,.400,1,2,3,0,1,0,2,3,9,3.2
739,Jerrod Mustaf\mustaje01,21-005,F-C,1990-11-02,NYK,@,CHH,W,0,13,2,2,1.000,2,2,1.000,0,0,,0,0,,0,1,1,1,0,0,0,3,4,3.2
740,Fabricio Oberto\obertfa01,30-225,C-F,2005-11-01,SAS,,DEN,W,0,14,3,4,.750,3,4,.750,0,0,,0,0,,2,2,4,0,0,0,2,3,6,3.2
741,Matt Othick\othicma01,23-236,G,1992-11-07,SAS,@,DEN,L,0,19,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,4,1,0,1,4,2,3.2
742,Chandler Parsons\parsoch01,23-065,F,2011-12-29,HOU,,SAS,W,0,17,2,5,.400,2,3,.667,0,2,.000,1,2,.500,2,3,5,0,0,0,1,0,5,3.2
743,Blair Rasmussen\rasmubl01,22-346,C,1985-10-25,DEN,@,GSW,W,0,11,3,7,.429,3,7,.429,0,0,,1,2,.500,2,5,7,0,1,0,2,4,7,3.2
744,Larry Robinson\robinla01,22-295,F-G,1990-11-02,WSB,@,MIA,L,1,23,6,14,.429,6,14,.429,0,0,,1,2,.500,0,3,3,1,0,0,2,4,13,3.2
745,Brandon Rush\rushbr01,23-114,G-F,2008-10-29,IND,@,DET,L,0,24,3,5,.600,3,4,.750,0,1,.000,1,1,1.000,0,2,2,1,1,0,3,2,7,3.2
746,Tom Scheffler\schefto01,30-003,C,1984-10-30,POR,,SEA,W,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,4,4,0,0,1,0,1,2,3.2
747,Darius Washington\washida01,21-328,G,2007-10-30,SAS,,POR,W,0,12,1,1,1.000,0,0,,1,1,1.000,0,2,.000,0,1,1,2,1,0,1,1,3,3.2
748,Dana Barros\barroda01,22-204,G,1989-11-03,SEA,,MIN,W,0,7,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,4,0,0,1,0,2,3.1
749,Todd Day\dayto01,22-304,G-F,1992-11-06,MIL,@,DET,W,0,14,4,7,.571,4,5,.800,0,2,.000,1,2,.500,0,2,2,0,0,0,2,2,9,3.1
750,Jeff Foote\footeje01,24-239,C,2012-03-09,NOH,@,DEN,L,0,23,2,3,.667,2,3,.667,0,0,,0,0,,0,4,4,0,0,0,0,2,4,3.1
751,Horace Grant\grantho01,22-126,F-C,1987-11-07,CHI,,PHI,W,0,13,1,4,.250,1,4,.250,0,0,,1,2,.500,1,0,1,0,4,0,1,2,3,3.1
752,Damien Inglis\inglida01,20-161,F,2015-10-28,MIL,,NYK,L,0,15,1,2,.500,0,0,,1,2,.500,0,0,,1,3,4,1,1,0,1,3,3,3.1
753,Ryan Reid\reidry01,25-107,F,2012-02-14,OKC,,UTA,W,0,4,2,2,1.000,2,2,1.000,0,0,,0,0,,1,0,1,0,0,0,1,0,4,3.1
754,Jason Richardson\richaja01,20-284,G,2001-10-31,GSW,@,POR,L,0,17,2,6,.333,2,6,.333,0,0,,2,2,1.000,0,3,3,2,0,0,1,2,6,3.1
755,Tomas Satoransky\satorto01,24-363,G,2016-10-27,WAS,@,ATL,L,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,1,0,0,0,0,2,3.1
756,Greg Smith\smithgr02,21-042,C,2012-02-19,HOU,,UTA,W,0,12,1,2,.500,1,2,.500,0,0,,0,0,,1,2,3,0,0,4,0,5,2,3.1
757,D.J. Strawberry\strawdj01,22-140,G,2007-11-02,PHO,,LAL,L,0,12,2,8,.250,1,5,.200,1,3,.333,0,0,,1,1,2,1,2,0,0,2,5,3.1
758,Jason Terry\terryja01,22-048,G,1999-11-02,ATL,@,WAS,L,0,11,1,3,.333,0,1,.000,1,2,.500,2,2,1.000,0,1,1,1,2,0,2,3,5,3.1
759,Antoine Walker\walkean02,20-081,F,1996-11-01,BOS,,CHI,L,1,27,5,12,.417,4,9,.444,1,3,.333,1,4,.250,1,2,3,0,0,0,1,4,12,3.1
760,Darrell Armstrong\armstda01,26-293,G,1995-04-11,ORL,,CLE,W,0,2,1,2,.500,0,0,,1,2,.500,0,0,,1,0,1,1,0,0,0,1,3,3.0
761,Leandro Barbosa\barbole01,20-349,G,2003-11-12,PHO,,ATL,L,0,5,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,4,3.0
762,Marco Belinelli\belinma01,21-219,G-F,2007-10-30,GSW,,UTA,L,0,12,2,4,.500,0,1,.000,2,3,.667,0,0,,0,0,0,0,0,0,1,0,6,3.0
763,Sam Cassell\cassesa01,23-352,G,1993-11-05,HOU,,NJN,W,0,4,2,3,.667,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.0
764,Lorenzo Charles\charllo01,21-334,F,1985-10-25,ATL,,WSB,L,0,10,2,3,.667,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.0
765,Jack Cooley\cooleja01,23-329,F,2015-02-27,UTA,@,DEN,W,0,2,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,4,3.0
766,Terry Dozier\doziete01,23-127,F,1989-11-03,CHH,,WSB,L,0,9,2,3,.667,2,3,.667,0,0,,0,0,,0,0,0,1,1,0,1,1,4,3.0
767,Doug Edwards\edwardo01,22-341,F,1993-12-28,ATL,,DET,W,0,13,2,5,.400,2,5,.400,0,0,,0,0,,0,1,1,1,0,1,0,0,4,3.0
768,Reggie Geary\gearyre01,23-062,G,1996-11-01,CLE,@,NJN,W,0,12,1,2,.500,1,2,.500,0,0,,1,1,1.000,0,0,0,0,1,0,0,0,3,3.0
769,Trey Gilder\gildetr01,24-277,F,2009-10-28,MEM,,DET,L,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,0,2,3.0
770,Luke Harangody\haranlu01,22-304,F,2010-11-02,BOS,@,DET,W,0,3,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,4,3.0
771,Rick Hughes\hugheri02,26-074,F,1999-11-04,DAL,@,SEA,L,0,8,2,4,.500,2,4,.500,0,0,,0,0,,0,0,0,0,1,0,0,0,4,3.0
772,Anthony Johnson\johnsan02,23-030,G,1997-11-01,SAC,@,VAN,L,0,19,3,7,.429,2,5,.400,1,2,.500,0,0,,1,0,1,0,0,0,1,0,7,3.0
773,JaJuan Johnson\johnsja02,22-323,F,2011-12-28,BOS,@,NOH,L,0,3,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,4,3.0
774,Perry Jones\jonespe01,21-039,F,2012-11-02,OKC,,POR,W,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,0,0,2,3.0
775,Steve Kerr\kerrst01,23-081,G,1988-12-17,PHO,@,POR,L,0,8,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,3.0
776,Charles Oakley\oaklech01,21-311,F-C,1985-10-25,CHI,,CLE,W,0,19,0,4,.000,0,4,.000,0,0,,5,6,.833,3,6,9,1,0,0,3,1,5,3.0
777,Byron Scott\scottby01,22-214,G,1983-10-28,LAL,@,KCK,W,0,4,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,2,0,0,0,2,3.0
778,Sonny Weems\weemsso01,22-193,G-F,2009-01-17,DEN,,ORL,L,0,4,2,3,.667,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.0
779,Qyntel Woods\woodsqy01,21-256,F,2002-10-30,POR,,LAL,W,0,5,2,3,.667,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.0
780,Korleone Young\youngko01,20-069,F,1999-03-10,DET,@,WAS,L,0,3,1,2,.500,0,0,,1,2,.500,2,2,1.000,0,0,0,0,0,0,1,0,5,3.0
781,Ricky Blanton\blantri01,26-300,F,1993-02-15,CHI,,SAC,W,0,8,2,6,.333,2,6,.333,0,0,,0,0,,2,1,3,0,1,0,0,1,4,2.9
782,Andray Blatche\blatcan01,19-081,F,2005-11-11,WAS,,SEA,W,0,7,2,4,.500,2,4,.500,0,0,,1,1,1.000,0,1,1,2,0,0,1,2,5,2.9
783,Bojan Bogdanovic\bogdabo02,25-194,G-F,2014-10-29,BRK,@,BOS,L,1,26,3,6,.500,2,4,.500,1,2,.500,0,0,,0,0,0,2,0,1,2,3,7,2.9
784,Bobby Brown\brownbo02,24-037,G,2008-10-31,SAC,@,MIA,L,0,13,2,5,.400,2,2,1.000,0,3,.000,3,3,1.000,0,1,1,1,0,0,2,1,7,2.9
785,Omar Cook\cookom01,22-007,G,2004-02-04,POR,@,PHO,W,0,12,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,3,1,0,0,3,2,2.9
786,Javaris Crittenton\crittja01,19-306,G,2007-11-02,LAL,@,PHO,W,0,10,3,3,1.000,3,3,1.000,0,0,,0,2,.000,0,1,1,1,0,0,2,1,6,2.9
787,Dale Davis\davisda01,22-238,F-C,1991-11-18,IND,,DET,W,0,13,0,0,,0,0,,0,0,,0,0,,1,4,5,0,0,2,0,1,0,2.9
788,Blue Edwards\edwarbl01,24-003,G-F,1989-11-03,UTA,,DEN,W,1,17,2,6,.333,2,6,.333,0,0,,1,2,.500,0,3,3,0,1,2,0,4,5,2.9
789,Semih Erden\erdense01,24-097,C,2010-11-02,BOS,@,DET,W,0,15,1,1,1.000,1,1,1.000,0,0,,0,0,,1,2,3,1,0,2,1,3,2,2.9
790,Tobias Harris\harrito02,19-176,F,2012-01-07,MIL,@,LAC,L,0,9,2,4,.500,2,4,.500,0,0,,0,0,,1,0,1,0,1,0,0,2,4,2.9
791,Donnell Harvey\harvedo01,20-104,F,2000-12-08,DAL,,CHI,W,0,8,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,1,0,0,0,1,2,2.9
792,Brendan Haywood\haywobr01,22-000,C,2001-11-27,WAS,@,CLE,L,0,30,1,4,.250,1,4,.250,0,0,,0,0,,3,5,8,1,0,2,2,1,2,2.9
793,Cory Higgins\higgico01,22-201,G,2012-01-01,CHA,@,MIA,L,0,9,2,5,.400,1,4,.250,1,1,1.000,0,0,,1,1,2,0,0,0,0,1,5,2.9
794,Josh Howard\howarjo01,23-183,F-G,2003-10-28,DAL,@,LAL,L,0,5,2,5,.400,2,5,.400,0,0,,0,0,,0,3,3,1,0,0,0,0,4,2.9
795,Justin Jackson\jacksju01,22-204,G-F,2017-10-18,SAC,,HOU,L,1,19,2,5,.400,1,3,.333,1,2,.500,0,0,,1,1,2,0,0,0,0,1,5,2.9
796,Ivan Johnson\johnsiv01,27-261,F,2011-12-27,ATL,@,NJN,W,0,6,1,2,.500,1,2,.500,0,0,,0,0,,1,3,4,1,0,0,0,1,2,2.9
797,Josh Magette\magetjo01,27-324,G,2017-10-18,ATL,@,DAL,W,0,4,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,1,0,0,0,2,3,2.9
798,Andre Miller\millean02,23-228,G,1999-11-02,CLE,@,NYK,L,0,13,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,3,3,4,0,0,1,1,2,2.9
799,Darius Miller\milleda01,22-224,F,2012-10-31,NOH,,SAS,L,0,14,1,2,.500,0,0,,1,2,.500,0,0,,0,1,1,2,2,0,2,2,3,2.9
800,Gheorghe Muresan\muresgh01,22-276,C,1993-11-17,WSB,,MIL,W,0,1,0,0,,0,0,,0,0,,3,4,.750,1,0,1,0,0,0,0,1,3,2.9
801,DeMarcus Nelson\nelsode01,22-362,G,2008-10-29,GSW,,NOH,L,1,13,3,6,.500,3,6,.500,0,0,,0,0,,1,1,2,1,1,0,2,2,6,2.9
802,Jusuf Nurkic\nurkiju01,20-067,C,2014-10-29,DEN,,DET,W,0,13,2,4,.500,2,4,.500,0,0,,1,2,.500,1,6,7,0,0,0,1,3,5,2.9
803,Jimmy Oliver\oliveji01,22-112,G-F,1991-11-01,CLE,@,POR,L,0,7,1,2,.500,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,0,1,4,2.9
804,Quincy Pondexter\pondequ01,22-241,G-F,2010-11-06,NOH,@,MIL,W,0,11,1,1,1.000,0,0,,1,1,1.000,0,0,,1,1,2,0,0,0,0,2,3,2.9
805,Igor Rakocevic\rakocig01,24-217,G,2002-11-01,MIN,,ORL,W,0,6,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,2,4,2.9
806,Bryant Reeves\reevebr01,22-148,C,1995-11-03,VAN,@,POR,W,0,10,2,2,1.000,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,2,4,2.9
807,J.R. Smith\smithjr01,19-055,G-F,2004-11-03,NOH,,DAL,L,0,15,3,7,.429,3,5,.600,0,2,.000,0,0,,1,2,3,1,0,0,1,1,6,2.9
